id,combined_features,title
270025,"['uncle', 'bob'] ['robert', 'oppel', 'documentary', 'life', 'murder', 'uncle', 'namesake', 'robert', 'opel', 'man', 'streaked', 'academy', 'awards'] 8.0 ['Documentary'] ['Documentary'] ['Documentary']",Uncle Bob
78327,"['dark', 'horse'] ['progressive', 'party', 'convention', 'deadlocked', 'governor', 'sides', 'nominate', 'dark', 'horse', 'zachary', 'hicks', 'guy', 'kibbee', 'kay', 'russell', 'bette', 'davis', 'suggests', 'hire', 'hal', 'blake', 'campaign', 'manager', 'first', 'get', 'jail', 'paying', 'alimony', 'blake', 'warren', 'william', 'organizes', 'office', 'coaches', 'hicks', 'answer', 'every', 'question', 'pausing', 'saying', 'well', 'yes', 'blake', 'sell', 'hicks', 'dumb', 'honest', 'russell', 'refuses', 'marry', 'blake', 'joe', 'frank', 'mchugh', 'keeps', 'people', 'away', 'blake', 'office', 'blake', 'teaches', 'hicks', 'speech', 'lincoln', 'debate', 'conservative', 'candidate', 'underwood', 'recites', 'speech', 'blake', 'exposes', 'plagiarist', 'hicks', 'presented', 'photo', 'opportunities', 'gives', 'answer', 'question', 'including', 'whether', 'expects', 'win'] 8.0 ['Comedy'] ['Comedy'] ['Comedy']",The Dark Horse
81560,"['cannonball', 'wedlock'] ['japanese', 'movie'] 8.0 ['Comedy'] ['Comedy'] ['Comedy']",Cannonball Wedlock
140007,"['reconciliation'] ['elderly', 'couple', 'younger', 'man', 'woman', 'follow', 'failed', 'seduction', 'attempts', 'conversation', 'love', 'meaning', 'life'] 8.0 ['SinDato'] ['SinDato'] ['SinDato']",After the Reconciliation
426,"['vertigo'] ['retired', 'san', 'francisco', 'detective', 'suffering', 'acrophobia', 'investigates', 'strange', 'activities', 'old', 'friend', 'wife', 'becoming', 'dangerously', 'obsessed'] 8.0 ['Mystery' 'Romance' 'Thriller'] ['Mystery' 'Romance' 'Thriller'] ['Mystery' 'Romance' 'Thriller']",Vertigo
29630,"['milarepa'] ['milarepa', 'depicts', 'humble', 'beginnings', 'man', 'become', 'tibet', 'greatest', 'saint', 'true', 'story', 'based', 'oral', 'traditions', 'youthful', 'milarepa', 'propelled', 'world', 'sorrow', 'betrayal', 'father', 'sudden', 'death', 'destitute', 'hopeless', 'sets', 'learn', 'black', 'magic', 'exact', 'revenge', 'enemies', 'encountering', 'magicians', 'demons', 'enigmatic', 'teacher', 'unexpected', 'mystical', 'power', 'along', 'way', 'confrontation', 'consequences', 'anger', 'learns', 'photographed', 'stunning', 'region', 'northern', 'india', 'milarepa', 'offers', 'provocative', 'parallel', 'cycle', 'violence', 'retribution', 'consuming', 'today', 'world'] 8.0 ['Action' 'Adventure' 'Drama'] ['Action' 'Adventure' 'Drama'] ['Action' 'Adventure' 'Drama']",Milarepa
134362,"['beast'] ['year', 'hundreds', 'central', 'american', 'migrants', 'try', 'cross', 'northern', 'border', 'mexico', 'freight', 'train', 'known', 'beast', 'trip', 'usually', 'dangerous', 'journey', 'lives', 'road', 'many', 'lost', 'dreams', 'body', 'parts', 'even', 'lives', 'crossing', 'mexico', 'biggest', 'challenge', 'victims', 'discrimination', 'violence', 'even', 'murder', 'film', 'portrays', 'suffering', 'people', 'travel', 'search', 'better', 'life'] 8.0 ['Documentary' 'Drama'] ['Documentary' 'Drama'] ['Documentary' 'Drama']",The Beast
218296,"['secret', 'life', 'plants'] ['story', 'documentary', 'research', 'shows', 'fairly', 'conclusively', 'plants', 'actually', 'aware', 'goes', 'around', 'even', 'miles', 'away', 'somewhat', 'humorous', 'methods', 'uses', 'prove', 'secret', 'life', 'plants', 'conclusions', 'arrives', 'wonderful', 'thing', 'film', 'soundtrack', 'original', 'music', 'composed', 'stevie', 'wonder', 'even', 'scene', 'film', 'stevie', 'singing', 'one', 'songs', 'boat', 'river', 'scene', 'moving', 'stevie', 'blind', 'yet', 'able', 'know', 'going', 'scene', 'climax', 'movie', 'metaphoric', 'presented', 'plants', 'although', 'seem', 'senses', 'human', 'beings', 'animals', 'quite', 'well', 'aware', 'going', 'around', 'fit', 'evolutionary', 'process'] 8.0 ['Documentary' 'Family'] ['Documentary' 'Family'] ['Documentary' 'Family']",The Secret Life of Plants
43976,"['moment', 'innocence'] ['account', 'makmahlbaf', 'experience', 'teenager', 'stabbed', 'policeman', 'protest', 'rally', 'two', 'decades', 'later', 'tracks', 'policeman', 'injured', 'attempt', 'make', 'amends'] 8.0 ['Comedy' 'Foreign' 'Drama'] ['Comedy' 'Foreign' 'Drama'] ['Comedy' 'Foreign' 'Drama']",A Moment of Innocence
381080,"['art', 'organized', 'noize'] ['organized', 'noize', 'shaped', 'landscape', 'hip', 'hop', 'music', 'distinct', 'sound', 'created', 'confines', 'dungeon', 'responsible', 'careers', 'outkast', 'ceelo', 'goodie', 'mob', 'dungeon', 'family', 'story', 'art', 'organized'] 8.0 ['Documentary' 'Music'] ['Documentary' 'Music'] ['Documentary' 'Music']",The Art of Organized Noize
69162,"['know', 'saw'] ['director', 'james', 'fox', 'assembled', 'credible', 'ufo', 'witnesses', 'around', 'world', 'testify', 'national', 'press', 'club', 'washington', 'air', 'force', 'generals', 'astronauts', 'military', 'commercial', 'pilots', 'government', 'faa', 'officials', 'seven', 'countries', 'tell', 'stories', 'governor', 'fife', 'symington', 'arizona', 'stated', 'challenge', 'reality'] 8.0 ['Documentary' 'ScienceFiction'] ['Documentary' 'ScienceFiction'] ['Documentary' 'ScienceFiction']",I Know What I Saw
110282,"['way', 'life'] ['leighanne', 'williams', 'six', 'month', 'old', 'baby', 'look', 'help', 'three', 'teenage', 'squatters', 'flog', 'stolen', 'gear', 'make', 'ends', 'meet', 'neighbour', 'actually', 'turkey', 'across', 'street', 'becomes', 'target', 'growing', 'paranoia', 'social', 'services', 'going', 'take', 'daughter', 'rebecca', 'away', 'behavior', 'becoming', 'increasingly', 'desperate', 'delusions', 'neighbor', 'grow'] 8.0 ['SinDato'] ['SinDato'] ['SinDato']",A Way of Life
91262,"['blood', 'beasts'] ['early', 'example', 'movie', 'contrasts', 'quiet', 'bucolic', 'life', 'outskirts', 'paris', 'harsh', 'gory', 'conditions', 'inside', 'nearby', 'slaughterhouses', 'describes', 'fate', 'animals', 'workers', 'graphic', 'detail'] 8.0 ['Documentary' 'Horror'] ['Documentary' 'Horror'] ['Documentary' 'Horror']",Blood of the Beasts
299049,"['bey', 'yaar'] ['desperation', 'earn', 'quick', 'money', 'two', 'best', 'friends', 'put', 'moral', 'values', 'stake', 'end', 'losing', 'pride', 'dignity', 'choose', 'wrong', 'path', 'set', 'things', 'right', 'snatch', 'back', 'rightfully'] 8.0 ['Comedy' 'Family' 'Drama'] ['Comedy' 'Family' 'Drama'] ['Comedy' 'Family' 'Drama']",Bey Yaar
8779,"['journey', 'beginning', 'time'] ['classical', 'zeman', 'four', 'young', 'boys', 'visit', 'dinosaur', 'exhibit', 'new', 'york', 'city', 'museum', 'natural', 'history', 'row', 'onto', 'central', 'park', 'lake', 'find', 'secret', 'cave', 'paddle', 'go', 'wondrous', 'prehistoric', 'world', 'filled', 'dinosaurs', 'seen'] 8.0 ['Fantasy' 'Family' 'Adventure'] ['Fantasy' 'Family' 'Adventure'] ['Fantasy' 'Family' 'Adventure']",Journey to the Beginning of Time
116753,"['shwaas'] ['story', 'old', 'man', 'tried', 'show', 'grandson', 'preciousness', 'beauty', 'life', 'win', 'situation', 'cancer', 'keeping', 'positive', 'attitude', 'towards', 'life'] 8.0 ['Foreign' 'Drama'] ['Foreign' 'Drama'] ['Foreign' 'Drama']",Shwaas
56655,"['everything', 'mustafa'] ['man', 'forced', 'confront', 'past', 'loses', 'everything', 'accident', 'mustafa', 'successful', 'business', 'man', 'living', 'seemingly', 'great', 'life', 'family', 'accident', 'takes', 'away', 'leaves', 'many', 'questions', 'cab', 'driver', 'fikret', 'answer', 'mustafa', 'due', 'get', 'lot', 'bargained', 'however', 'interrogations', 'take', 'childhood', 'memories', 'force', 'see', 'formerly', 'perfect', 'life', 'different', 'perspective'] 8.0 ['SinDato'] ['SinDato'] ['SinDato']",Everything about Mustafa
325803,"['october'] ['september', 'nigeria', 'verge', 'independence', 'british', 'colonial', 'rule', 'northern', 'nigerian', 'police', 'detective', 'dan', 'waziri', 'urgently', 'despatched', 'colonial', 'government', 'trading', 'post', 'town', 'akote', 'western', 'region', 'nigeria', 'solve', 'series', 'female', 'murders', 'struck', 'horror', 'hearts', 'minds', 'local', 'community', 'getting', 'akote', 'murders', 'committed', 'local', 'tension', 'high', 'volatile', 'waziri', 'race', 'hands', 'solve', 'case', 'even', 'local', 'women', 'killed', 'set', 'backdrop', 'national', 'celebratory', 'mood', 'impending', 'independence', 'waziri', 'pulled', 'game', 'cat', 'mouse', 'killer', 'try', 'outwit'] 8.0 ['Thriller'] ['Thriller'] ['Thriller']",October 1
76112,"['jig'] ['documentary', 'telling', 'compelling', 'story', 'irish', 'dancing', 'world', 'championships'] 8.0 ['Documentary'] ['Documentary'] ['Documentary']",Jig
262831,"['banana', 'paradise'] ['door', 'latch', 'friend', 'followed', 'kmt', 'army', 'moved', 'taiwan', 'conceal', 'real', 'name', 'get', 'many', 'trials', 'afflictions', 'adapt', 'circumstances', 'special', 'situation', 'classic', 'traditional', 'woman', 'china', 'country', 'requiting', 'graciousness', 'saved', 'door', 'latch', 'becomes', 'door', 'latch', 'wife', 'suffers', 'hardship', 'raise', 'teach', 'children', 'without', 'complains', 'door', 'latch', 'well', 'educated', 'hardly', 'read', 'however', 'uses', 'late', 'husband', 'name', 'diploma', 'get', 'job', 'even', 'though', 'lot', 'embarrassing', 'situations', 'suffers', 'many', 'difficulties', 'door', 'latch', 'survives', 'door', 'latch', 'also', 'looks', 'old', 'pal', 'lee', 'lee', 'loses', 'mind', 'however', 'kmt', 'government', 'released', 'restriction', 'visit', 'mainland', 'china', 'able', 'visit', 'parents', 'relatives', 'finds', 'parents', 'bigger', 'secrets', 'unfold'] 8.0 ['SinDato'] ['SinDato'] ['SinDato']",Banana Paradise
334543,"['lion'] ['indian', 'boy', 'gets', 'lost', 'streets', 'calcutta', 'thousands', 'kilometers', 'home', 'survives', 'many', 'challenges', 'adopted', 'couple', 'australia', 'years', 'later', 'sets', 'find', 'lost', 'family'] 8.0 ['Drama'] ['Drama'] ['Drama']",Lion
10098,"['kid'] ['considered', 'one', 'charlie', 'chaplin', 'best', 'films', 'kid', 'also', 'made', 'star', 'little', 'jackie', 'coogan', 'plays', 'boy', 'cared', 'tramp', 'abandoned', 'mother', 'edna', 'later', 'edna', 'change', 'heart', 'aches', 'reunited', 'finds', 'wrests', 'tramp', 'makes', 'turns', 'one', 'scenes', 'ever', 'included', 'comedy'] 8.0 ['Comedy' 'Drama'] ['Comedy' 'Drama'] ['Comedy' 'Drama']",The Kid
258907,"['dyketactics'] ['born', 'angeles', 'new', 'yorker', 'choice', 'barbara', 'hammer', 'whole', 'genre', 'unto', 'pioneering', 'short', 'film', 'dyketactics', 'hippie', 'wonder', 'consisting', 'frolicking', 'naked', 'women', 'countryside', 'broke', 'new', 'ground', 'exploration', 'lesbian', 'identity', 'desire', 'aesthetic'] 8.0 ['Drama'] ['Drama'] ['Drama']",Dyketactics
379959,"['thunder', 'road'] ['jimmy', 'arnaud', 'eulogizes', 'mother'] 8.0 ['Comedy' 'Drama'] ['Comedy' 'Drama'] ['Comedy' 'Drama']",Thunder Road
266400,"['downhill'] ['four', 'old', 'school', 'friends', 'reunite', 'attempt', 'epic', 'coast', 'coast', 'walk', 'across', 'united', 'kingdom', 'journey', 'unfolds', 'comically', 'incompatible', 'foursome', 'walk', 'full', 'tilt', 'crises'] 8.0 ['Comedy'] ['Comedy'] ['Comedy']",Downhill
181454,"['ghosts', 'machine'] ['heart', 'photographic', 'lens', 'international', 'photographer', 'mcarthur', 'become', 'intimately', 'familiar', 'cast', 'animals', 'film', 'follows', 'course', 'year', 'photographs', 'several', 'animal', 'stories', 'parts', 'canada', 'europe', 'story', 'window', 'global', 'animal', 'industries', 'food', 'fashion', 'entertainment', 'research'] 8.0 ['Documentary'] ['Documentary'] ['Documentary']",The Ghosts in Our Machine
81654,"['strange', 'type'] ['peppino', 'local', 'villager', 'italian', 'resort', 'town', 'amalfi', 'bribed', 'impersonate', 'famed', 'rock', 'roll', 'star', 'adriano', 'celentano', 'autographs', 'personal', 'appearances', 'celentano', 'tries', 'romance', 'emanuela', 'mazzolani', 'daughter', 'resident', 'dissaproves', 'union', 'daughter', 'man', 'thinks', 'punk', 'peppino', 'unaware', 'true', 'nature', 'job', 'impersonate', 'celentano', 'tries', 'deal', 'girlfriend', 'newborn', 'baby', 'gets', 'switched', 'around', 'celentano'] 8.0 ['Comedy' 'Foreign'] ['Comedy' 'Foreign'] ['Comedy' 'Foreign']",The Strange Type
26357,"['trap', 'spy'] ['men', 'africa', 'stop', 'assassination', 'president'] 8.0 ['Adventure'] ['Adventure'] ['Adventure']",To Trap a Spy
157559,"['ah', 'nerede'] ['three', 'boys', 'higher', 'education', 'istanbul', 'fact', 'messing', 'around', 'dealing', 'radical', 'politics', 'girls', 'gamble', 'however', 'oldest', 'discovers', 'love', 'three', 'realize', 'time', 'change'] 8.0 ['SinDato'] ['SinDato'] ['SinDato']",Ah Nerede
116997,"['ghost', 'love'] ['witnessing', 'brutal', 'murder', 'elderly', 'lady', 'man', 'encounter', 'bizarre', 'woman', 'claims', 'old', 'lover', 'lover', 'apparently', 'committed', 'suicide', 'years', 'ago'] 8.0 ['Mystery' 'Romance' 'Horror' 'Drama'] ['Mystery' 'Romance' 'Horror' 'Drama'] ['Mystery' 'Romance' 'Horror' 'Drama']",Ghost of Love
43872,"['born', 'dance'] ['sailor', 'ted', 'meets', 'falls', 'love', 'nora', 'paige', 'aspiring', 'broadway', 'show', 'dancer', 'lonely', 'hearts', 'club', 'ted', 'rescues', 'lucy', 'james', 'pekinese', 'public', 'relations', 'campaign', 'submarine', 'lucy', 'falls', 'love', 'ted', 'ted', 'captain', 'orders', 'meet', 'lucy', 'date', 'night', 'club', 'breaking', 'date', 'nora', 'sees', 'picture', 'ted', 'lucy', 'newspaper', 'nora', 'lives', 'jenny', 'daughter', 'jenny', 'husband', 'gunny', 'longer', 'wants', 'anything', 'ted'] 8.0 ['Comedy' 'Music'] ['Comedy' 'Music'] ['Comedy' 'Music']",Born to Dance
100888,"['closed', 'circuit'] ['spaghetti', 'western', 'screening', 'man', 'shot', 'dead', 'doors', 'locked', 'police', 'called', 'investigate'] 8.0 ['SinDato'] ['SinDato'] ['SinDato']",Closed Circuit
284568,"['closure'] ['documentary', 'adoptee', 'finds', 'birth', 'mother', 'meets', 'rest', 'family', 'know', 'existed', 'including', 'birth', 'father', 'story', 'identity', 'complexities', 'adoption', 'importantly', 'closure'] 8.0 ['Documentary'] ['Documentary'] ['Documentary']",Closure
99879,"['winter', 'nomads'] ['pascal', 'carole', 'shepherds', 'month', 'november', 'embark', 'long', 'winter', 'transhumance', 'four', 'months', 'cover', 'km', 'french', 'region', 'accompanied', 'three', 'donkeys', 'four', 'dogs', 'eight', 'hundred', 'sheep', 'exceptional', 'adventure', 'begin', 'brave', 'cold', 'bad', 'weather', 'day', 'day', 'canvas', 'cover', 'animal', 'skins', 'shelter', 'night', 'saga', 'reveals', 'tough', 'exacting', 'profession', 'requiring', 'constant', 'improvisation', 'unflinching', 'attention', 'nature', 'animals', 'cosmos', 'eventful', 'journey', 'surprise', 'encounters', 'moving', 'reunions', 'farmer', 'friends', 'nostalgic', 'figures', 'country', 'life', 'shrinking', 'away', 'fast', 'αn', 'adventure', 'film', 'contemporary', 'road', 'movie', 'reflection', 'current', 'world', 'takes', 'us', 'back', 'roots', 'inner', 'questions'] 8.0 ['Documentary'] ['Documentary'] ['Documentary']",Winter Nomads
92798,"['duffy'] ['duffy', 'cunning', 'aristocrat', 'criminals', 'hired', 'stefane', 'young', 'playboy', 'hijack', 'boat', 'carrying', 'several', 'million', 'dollars', 'father', 'fortune', 'plot', 'succeeds', 'little', 'help', 'segolene', 'stefane', 'girlfriend', 'also', 'unexpected', 'sudden', 'turn', 'events'] 8.0 ['Comedy' 'Crime'] ['Comedy' 'Crime'] ['Comedy' 'Crime']",Duffy
126122,"['mind', 'reader'] ['chandler', 'helper', 'frank', 'decide', 'create', 'clairvoyant', 'act', 'carny', 'circuit', 'little', 'research', 'reveals', 'ameicans', 'spent', 'million', 'astrology', 'carny', 'renamed', 'chandra', 'falls', 'one', 'marks', 'sylvia', 'love', 'tested', 'brings', 'tragedy', 'peoples', 'lives', 'asks', 'go', 'straight'] 8.0 ['Mystery' 'Drama'] ['Mystery' 'Drama'] ['Mystery' 'Drama']",The Mind Reader
81400,"['ride'] ['two', 'guys', 'bought', 'car', 'travelled', 'country', 'untill', 'met', 'lonely', 'girl', 'road', 'begin', 'travel', 'together', 'much', 'fun', 'another', 'guy', 'better', 'car', 'looking', 'girl', 'lover', 'first', 'one', 'going', 'inside', 'girl', 'nobody', 'knows', 'end'] 8.0 ['Comedy' 'Romance' 'Drama'] ['Comedy' 'Romance' 'Drama'] ['Comedy' 'Romance' 'Drama']",The Ride
202764,"['blood', 'land'] ['vassilis', 'georgiades', 'directed', 'tense', 'drama', 'one', 'final', 'greek', 'films', 'made', 'coup', 'led', 'restrictions', 'film', 'content', 'plot', 'concerns', 'struggles', 'peasants', 'wealthy', 'division', 'land', 'early', 'part', 'century', 'battle', 'contrasted', 'rivalry', 'two', 'brothers', 'woman', 'affections', 'performances', 'somewhat', 'lacking', 'georgiades', 'assured', 'direction', 'presentation', 'chapter', 'greek', 'history', 'resulted', 'oscar', 'nomination', 'best', 'foreign', 'film'] 8.0 ['Adventure' 'Drama'] ['Adventure' 'Drama'] ['Adventure' 'Drama']",Blood on the Land
48661,"['dog', 'flanders'] ['poor', 'happy', 'young', 'nello', 'grandfather', 'live', 'alone', 'delivering', 'milk', 'livelihood', 'outskirts', 'antwerp', 'city', 'flanders', 'flemish', 'part', 'belgium', 'discover', 'beaten', 'dog', 'bouvier', 'large', 'sturdy', 'dog', 'native', 'flanders', 'adopt', 'nurse', 'back', 'health', 'naming', 'patrasche', 'middle', 'name', 'nello', 'mother', 'mary', 'died', 'nello', 'young', 'nello', 'mother', 'talented', 'artist', 'like', 'mother', 'delights', 'drawing', 'friend', 'aloise', 'model', 'greatest', 'fan', 'supporter'] 8.0 ['Animation' 'Romance' 'Drama'] ['Animation' 'Romance' 'Drama'] ['Animation' 'Romance' 'Drama']",The Dog of Flanders
27059,"['divine', 'madness'] ['divine', 'madness', 'concert', 'film', 'directed', 'michael', 'ritchie', 'featuring', 'bette', 'midler', 'concert', 'pasadena', 'civic', 'auditorium', 'film', 'features', 'midler', 'comedy', 'routines', 'well', 'songs', 'including', 'big', 'noise', 'winnetka', 'paradise', 'shiver', 'timbers', 'fire', 'stay', 'mother', 'eyes', 'chapel', 'woogie', 'bugle', 'boy', 'want', 'dance', 'always', 'get', 'shall', 'released', 'first', 'time', 'leader', 'pack', 'rose'] 8.0 ['Music'] ['Music'] ['Music']",Divine Madness
179188,"['jungle', 'cat'] ['final', 'adventure', 'would', 'also', 'appear', 'one', 'best', 'go', 'south', 'american', 'jungle', 'observe', 'jaguar', 'jungle', 'cat', 'intimate', 'kin', 'allowing', 'individual', 'animal', 'characters', 'developed', 'central', 'cast', 'pair', 'jaguars', 'one', 'ebony', 'whose', 'fighting', 'leads', 'love', 'long', 'two', 'babies', 'one', 'resembling', 'parent'] 8.0 ['SinDato'] ['SinDato'] ['SinDato']",Jungle Cat
303835,"['sex', 'broadcasting'] ['sex', 'broadcasting', 'feature', 'length', 'documentary', 'new', 'jersey', 'wfmu', 'world', 'strangest', 'unique', 'radio', 'station', 'one', 'man', 'attempt', 'keep', 'alive', 'face', 'recession', 'persistent', 'threat', 'commercial', 'media', 'challenges', 'come', 'keeping', 'rebellious', 'group', 'outsiders', 'together'] 8.0 ['SinDato'] ['SinDato'] ['SinDato']",Sex and Broadcasting
39398,"['waiting', 'armageddon'] ['america', 'strong', 'evangelical', 'community', 'convinced', 'world', 'future', 'foretold', 'biblical', 'prophecy', 'rapture', 'battle', 'armageddon', 'astonishing', 'documentary', 'explores', 'world', 'homes', 'conferences', 'tour', 'israel', 'interweaving', 'christian', 'zionist', 'jewish', 'critical', 'perspectives', 'along', 'telling', 'archival', 'materials', 'filmmakers', 'probe', 'politically', 'powerful', 'potentially', 'explosive', 'alliance', 'evangelical', 'christians', 'israel', 'alliance', 'may', 'set', 'stage', 'one', 'prominent', 'evangelical', 'leader', 'calls', 'world', 'war', 'iii'] 8.0 ['Documentary'] ['Documentary'] ['Documentary']",Waiting for Armageddon
411025,"['close', 'relations'] ['vitaly', 'mansky', 'intimate', 'insightful', 'new', 'documentary', 'finds', 'crisscrossing', 'ukraine', 'wake', 'maidan', 'uprising', 'left', 'relatives', 'scattered', 'sides', 'highly', 'charged', 'dizzyingly', 'complex', 'political', 'situation'] 8.0 ['Documentary'] ['Documentary'] ['Documentary']",Close Relations
26368,"['spring', 'chaos'] ['set', 'beginning', 'century', 'japan', 'film', 'follows', 'bright', 'eccentric', 'kenji', 'late', 'student', 'years', 'adulthood', 'kenji', 'suffers', 'tragedy', 'artist', 'art', 'recognized', 'lifetime', 'based', 'life', 'author', 'kenji', 'miyazawa', 'film', 'depicts', 'brief', 'intense', 'existence'] 8.0 ['Fantasy' 'Animation' 'Drama'] ['Fantasy' 'Animation' 'Drama'] ['Fantasy' 'Animation' 'Drama']",Spring and Chaos
288173,"['hostile', 'intentions'] ['weekend', 'fun', 'becomes', 'fight', 'survival', 'three', 'american', 'women', 'land', 'mexican', 'jail', 'sexually', 'molested', 'guards', 'attempt', 'escape', 'help', 'fellow', 'prisoner'] 8.0 ['Action' 'Thriller' 'Drama'] ['Action' 'Thriller' 'Drama'] ['Action' 'Thriller' 'Drama']",Hostile Intentions
31334,"['ronin'] ['kon', 'ichikawa', 'retelling', 'classic', 'true', 'story', 'samurai', 'honor', 'young', 'clan', 'lord', 'forced', 'commit', 'seppuku', 'ritual', 'suicide', 'loyal', 'followers', 'ronin', 'masterless', 'samurai', 'dedicate', 'lives', 'avenging', 'death'] 8.0 ['Action' 'Foreign' 'Drama'] ['Action' 'Foreign' 'Drama'] ['Action' 'Foreign' 'Drama']",47 Ronin
103218,"['simple', 'story'] ['sicilian', 'town', 'mysterious', 'death', 'happens', 'suicide', 'murder'] 8.0 ['SinDato'] ['SinDato'] ['SinDato']",A Simple Story
165321,"['way', 'beyond', 'weight'] ['today', 'one', 'third', 'brazilian', 'children', 'overweight', 'first', 'generation', 'introduce', 'diseases', 'previously', 'restricted', 'adults', 'depression', 'diabetes', 'cardiovascular', 'problems', 'documentary', 'examines', 'case', 'childhood', 'obesity', 'country', 'especially', 'also', 'countries', 'world', 'interviewing', 'parents', 'school', 'representatives', 'government', 'officials', 'responsible', 'food', 'advertising'] 8.0 ['Documentary'] ['Documentary'] ['Documentary']",Way Beyond Weight
210653,"['man', 'without', 'face'] ['faceless', 'killer', 'hunts', 'women', 'stopped', 'detective', 'disturbing', 'past'] 8.0 ['Horror' 'Drama' 'Crime'] ['Horror' 'Drama' 'Crime'] ['Horror' 'Drama' 'Crime']",The Man Without a Face
117963,"['harmony', 'game'] ['end', 'decade', 'world', 'crisis', 'inspiration', 'hope', 'needed', 'resurrecting', 'influential', 'duo', 'released', 'masterpiece', 'popular', 'music', 'bridge', 'troubled', 'water', 'darkness', 'light', 'album', 'takes', 'listeners', 'emotional', 'ride', 'echoing', 'one', 'continues', 'inspire', 'audience', 'world', 'years', 'later', 'symphonic', 'hymn', 'title', 'track', 'became', 'anthem', 'generation', 'harmony', 'game', 'tells', 'story', 'behind', 'widely', 'considered', 'simon', 'garfunkel', 'best', 'work', 'bridge', 'troubled', 'water', 'influential', 'duo', 'last', 'studio', 'album', 'legacy', 'shrouded', 'rock', 'n', 'roll', 'mythology', 'legendary', 'tales', 'inspiration', 'innovation', 'separation', 'paul', 'simon', 'art', 'garfunkel', 'collaborators', 'share', 'journey', 'words', 'reflect', 'back', 'impact', 'years', 'later', 'includes', 'never', 'seen', 'film', 'photos', 'memorabilia'] 8.0 ['Documentary' 'Music'] ['Documentary' 'Music'] ['Documentary' 'Music']",The Harmony Game
25902,"['sex', 'nothing', 'else'] ['attractive', 'old', 'single', 'dora', 'edits', 'scripts', 'plays', 'working', 'dangerous', 'liaisons', 'one', 'day', 'lover', 'shoves', 'balcony', 'sudden', 'appearance', 'wife', 'dora', 'know', 'dora', 'rescued', 'handsome', 'man', 'named', 'tamas'] 8.0 ['Comedy' 'Romance' 'Drama'] ['Comedy' 'Romance' 'Drama'] ['Comedy' 'Romance' 'Drama']",Just Sex and Nothing Else
62491,"['sister'] ['carlo', 'responsible', 'sibling', 'deals', 'sister', 'silvia', 'situation', 'comedy', 'silvia', 'returns', 'many', 'years', 'attend', 'mother', 'funeral', 'carlo', 'deals', 'fallout', 'caused', 'many', 'love', 'affairs', 'carlo', 'convinced', 'kidnap', 'silvia', 'child', 'left', 'hungarian', 'children', 'home', 'soon', 'abandons', 'carlo', 'baby', 'takes', 'british', 'rock', 'star'] 8.0 ['Comedy'] ['Comedy'] ['Comedy']",My Sister and I
47920,"['magnificent', 'obsession'] ['playboy', 'tries', 'redeem', 'careless', 'behavior', 'causes', 'great', 'man', 'death'] 8.0 ['Romance' 'Drama'] ['Romance' 'Drama'] ['Romance' 'Drama']",Magnificent Obsession
112033,"['alles', 'stroomt'] ['story', 'trials', 'tribulations', 'relationship', 'goes', 'downhill', 'damiaan', 'passes', 'school', 'exams', 'almost', 'immediately', 'moves', 'squat', 'widowed', 'mother', 'aleid', 'falls', 'charms', 'skipper', 'moves', 'soon'] 8.0 ['SinDato'] ['SinDato'] ['SinDato']",Alles stroomt
316347,"['horse', 'summer'] ['family', 'emergency', 'forces', 'troubled', 'teen', 'wrong', 'thing', 'right', 'reason', 'community', 'discovers', 'meaning', 'forgiveness'] 8.0 ['Family' 'Drama'] ['Family' 'Drama'] ['Family' 'Drama']",A Horse for Summer
85942,"['model', 'shop'] ['trying', 'raise', 'money', 'prevent', 'car', 'repossessed', 'george', 'attracted', 'lola', 'frenchwoman', 'works', 'model', 'shop', 'establishment', 'rents', 'beautiful', 'models', 'photographers', 'george', 'spends', 'last', 'twelve', 'dollars', 'photograph', 'discovers', 'unhappy'] 8.0 ['Romance' 'Drama'] ['Romance' 'Drama'] ['Romance' 'Drama']",Model Shop
382200,"['setoutsumi'] ['story', 'revolves', 'around', 'high', 'school', 'boys', 'seto', 'utsumi', 'particularly', 'completely', 'normal', 'comedic', 'chats', 'school', 'manga', 'nominated', 'annual', 'tezuka', 'osamu', 'cultural', 'prize', 'reader', 'award'] 8.0 ['Comedy'] ['Comedy'] ['Comedy']",Setoutsumi
193435,"['high', 'society'] ['sach', 'receives', 'news', 'heir', 'terwilliger', 'debussy', 'jones', 'fortune', 'accompanied', 'pal', 'slip', 'arrives', 'jones', 'mansion', 'review', 'legal', 'papers', 'needed', 'claim', 'new', 'fortune', 'however', 'sach', 'slip', 'discover', 'rightful', 'heir', 'young', 'terwilliger', 'iii', 'cheated', 'inheritance', 'miscreant', 'duo', 'stuyvesant', 'jones', 'clarissa', 'sach', 'slip', 'help', 'fellow', 'bowery', 'boys', 'save', 'day', 'restore', 'heir', 'inheritance'] 8.0 ['Comedy'] ['Comedy'] ['Comedy']",High Society
292917,"['body'] ['culled', 'real', 'life', 'experiences', 'stephanie', 'bennett', 'starring', 'real', 'life', 'story', 'samantha', 'bennett', 'angeles', 'schoolteacher', 'searching', 'excitement', 'elusive', 'happiness'] 8.0 ['Drama'] ['Drama'] ['Drama']",Some Body
